Website,CDN_Server_1,CDN_Server_2,CDN_Server_3,CDN_Server_4,CDN_Server_5,CDN_Server_6,CDN_Server_7,CDN_Server_8,CDN_Server_9,CDN_Server_10,CDN_Server_11,CDN_Server_12,CDN_Server_13,IP1,IP2,IP3,IP4,IP5,IP6,IP7,IP8,IP9,IP10,IP11,IP12,IP13
emirates.com,a104-115-32-102.deploy.static.akamaitechnologies.com,a23-221-76-103.deploy.static.akamaitechnologies.com,a23-216-86-24.deploy.static.akamaitechnologies.com,a23-192-52-89.deploy.static.akamaitechnologies.com,a23-215-56-89.deploy.static.akamaitechnologies.com,a69-192-161-245.deploy.static.akamaitechnologies.com,a23-220-112-94.deploy.static.akamaitechnologies.com,a23-43-115-33.deploy.static.akamaitechnologies.com,a23-207-182-69.deploy.static.akamaitechnologies.com,a104-99-48-104.deploy.static.akamaitechnologies.com,a184-50-206-141.deploy.static.akamaitechnologies.com,,,104.115.32.102,23.221.76.103,23.216.86.24,23.192.52.89,23.215.56.89,69.192.161.245,23.220.112.94,23.43.115.33,23.207.182.69,104.99.48.104,184.50.206.141,None,None
we.tl,server-18-67-39-91.yto50.r.cloudfront.net,server-13-35-93-22.jfk50.r.cloudfront.net,server-3-168-86-85.sfo5.r.cloudfront.net,server-18-66-147-20.fra60.r.cloudfront.net,server-3-168-86-40.sfo5.r.cloudfront.net,server-99-86-229-36.iad79.r.cloudfront.net,server-13-33-88-14.sin2.r.cloudfront.net,server-13-35-93-6.jfk50.r.cloudfront.net,server-18-66-147-26.fra60.r.cloudfront.net,server-18-65-39-60.ams1.r.cloudfront.net,server-13-35-147-5.syd1.r.cloudfront.net,server-13-35-93-96.jfk50.r.cloudfront.net,server-108-158-61-51.bom78.r.cloudfront.net,18.67.39.91,13.35.93.22,3.168.86.85,18.66.147.20,3.168.86.40,99.86.229.36,13.33.88.14,13.35.93.6,18.66.147.26,18.65.39.60,13.35.147.5,13.35.93.96,108.158.61.51
homes.com,a23-206-243-51.deploy.static.akamaitechnologies.com,a23-49-248-43.deploy.static.akamaitechnologies.com,a23-49-248-24.deploy.static.akamaitechnologies.com,a23-11-215-146.deploy.static.akamaitechnologies.com,a95-101-74-85.deploy.static.akamaitechnologies.com,a23-67-33-37.deploy.static.akamaitechnologies.com,a23-205-255-233.deploy.static.akamaitechnologies.com,a2-19-248-70.deploy.static.akamaitechnologies.com,a96-17-180-44.deploy.static.akamaitechnologies.com,a2-21-20-15.deploy.static.akamaitechnologies.com,a23-216-149-135.deploy.static.akamaitechnologies.com,a23-49-248-27.deploy.static.akamaitechnologies.com,a23-48-105-10.deploy.static.akamaitechnologies.com,23.206.243.51,23.49.248.43,23.49.248.24,23.11.215.146,95.101.74.85,23.67.33.37,23.205.255.233,2.19.248.70,96.17.180.44,2.21.20.15,23.216.149.135,23.49.248.27,23.48.105.10
dr.dk,a23-209-46-147.deploy.static.akamaitechnologies.com,a23-34-59-40.deploy.static.akamaitechnologies.com,a104-110-191-53.deploy.static.akamaitechnologies.com,a23-34-59-18.deploy.static.akamaitechnologies.com,a23-54-30-90.deploy.static.akamaitechnologies.com,a23-1-33-8.deploy.static.akamaitechnologies.com,a23-205-255-232.deploy.static.akamaitechnologies.com,a2-18-27-134.deploy.static.akamaitechnologies.com,a23-216-149-146.deploy.static.akamaitechnologies.com,a184-26-162-2.deploy.static.akamaitechnologies.com,a23-50-131-153.deploy.static.akamaitechnologies.com,a23-216-149-152.deploy.static.akamaitechnologies.com,,23.209.46.147,23.34.59.40,104.110.191.53,23.34.59.18,23.54.30.90,23.1.33.8,23.205.255.232,2.18.27.134,23.216.149.146,184.26.162.2,23.50.131.153,23.216.149.152,None
yr.no,a23-45-207-173.deploy.static.akamaitechnologies.com,a23-67-33-84.deploy.static.akamaitechnologies.com,a96-16-53-138.deploy.static.akamaitechnologies.com,a23-55-38-179.deploy.static.akamaitechnologies.com,a23-223-17-175.deploy.static.akamaitechnologies.com,a23-62-46-102.deploy.static.akamaitechnologies.com,a23-46-187-136.deploy.static.akamaitechnologies.com,a23-223-209-72.deploy.static.akamaitechnologies.com,a193-108-153-20.deploy.static.akamaitechnologies.com,a104-86-111-144.deploy.static.akamaitechnologies.com,a96-7-224-160.deploy.static.akamaitechnologies.com,,,23.45.207.173,23.67.33.84,96.16.53.138,23.55.38.179,23.223.17.175,23.62.46.102,23.46.187.136,23.223.209.72,193.108.153.20,104.86.111.144,96.7.224.160,None,None
stitcher.com,server-108-158-61-14.bom78.r.cloudfront.net,server-99-84-238-139.sfo5.r.cloudfront.net,server-3-171-139-26.jfk52.r.cloudfront.net,server-13-33-30-114.sin2.r.cloudfront.net,server-99-86-229-79.iad79.r.cloudfront.net,server-3-160-150-27.fra60.r.cloudfront.net,server-3-160-150-121.fra60.r.cloudfront.net,server-18-67-39-112.yto50.r.cloudfront.net,server-3-171-139-65.jfk52.r.cloudfront.net,server-99-84-238-191.sfo5.r.cloudfront.net,server-18-65-39-32.ams1.r.cloudfront.net,server-18-65-244-92.syd3.r.cloudfront.net,,108.158.61.14,99.84.238.139,3.171.139.26,13.33.30.114,99.86.229.79,3.160.150.27,3.160.150.121,18.67.39.112,3.171.139.65,99.84.238.191,18.65.39.32,18.65.244.92,None
pbskids.org,server-18-67-76-22.iad89.r.cloudfront.net,server-18-239-69-115.ams58.r.cloudfront.net,server-52-85-61-65.ewr53.r.cloudfront.net,server-13-32-27-95.fra56.r.cloudfront.net,server-18-67-39-37.yto50.r.cloudfront.net,server-18-239-199-37.sfo53.r.cloudfront.net,server-3-164-68-45.hel51.r.cloudfront.net,server-52-85-61-76.ewr53.r.cloudfront.net,server-18-239-199-111.sfo53.r.cloudfront.net,server-3-164-68-52.hel51.r.cloudfront.net,server-52-85-61-36.ewr53.r.cloudfront.net,,,18.67.76.22,18.239.69.115,52.85.61.65,13.32.27.95,18.67.39.37,18.239.199.37,3.164.68.45,52.85.61.76,18.239.199.111,3.164.68.52,52.85.61.36,None,None
carnival.com,a23-55-218-191.deploy.static.akamaitechnologies.com,a23-201-170-233.deploy.static.akamaitechnologies.com,a23-8-250-36.deploy.static.akamaitechnologies.com,a23-52-179-102.deploy.static.akamaitechnologies.com,a184-30-222-127.deploy.static.akamaitechnologies.com,a88-221-69-7.deploy.static.akamaitechnologies.com,a23-52-146-3.deploy.static.akamaitechnologies.com,a23-204-202-194.deploy.static.akamaitechnologies.com,a173-222-146-3.deploy.static.akamaitechnologies.com,a23-221-20-115.deploy.static.akamaitechnologies.com,,,,23.55.218.191,23.201.170.233,23.8.250.36,23.52.179.102,184.30.222.127,88.221.69.7,23.52.146.3,23.204.202.194,173.222.146.3,23.221.20.115,None,None,None
ana.co.jp,a23-43-117-153.deploy.static.akamaitechnologies.com,a23-5-101-83.deploy.static.akamaitechnologies.com,a23-52-178-147.deploy.static.akamaitechnologies.com,a23-209-235-148.deploy.static.akamaitechnologies.com,a23-45-111-38.deploy.static.akamaitechnologies.com,a23-203-79-249.deploy.static.akamaitechnologies.com,a104-89-231-143.deploy.static.akamaitechnologies.com,a23-201-138-13.deploy.static.akamaitechnologies.com,a23-7-48-128.deploy.static.akamaitechnologies.com,a23-201-170-12.deploy.static.akamaitechnologies.com,,,,23.43.117.153,23.5.101.83,23.52.178.147,23.209.235.148,23.45.111.38,23.203.79.249,104.89.231.143,23.201.138.13,23.7.48.128,23.201.170.12,None,None,None
dnb.com,a104-103-202-220.deploy.static.akamaitechnologies.com,a88-221-69-98.deploy.static.akamaitechnologies.com,a23-45-108-186.deploy.static.akamaitechnologies.com,a23-204-1-135.deploy.static.akamaitechnologies.com,a23-56-122-199.deploy.static.akamaitechnologies.com,a104-68-6-202.deploy.static.akamaitechnologies.com,a184-25-66-164.deploy.static.akamaitechnologies.com,a104-114-85-219.deploy.static.akamaitechnologies.com,a173-222-212-155.deploy.static.akamaitechnologies.com,a125-252-217-166.deploy.static.akamaitechnologies.com,,,,104.103.202.220,88.221.69.98,23.45.108.186,23.204.1.135,23.56.122.199,104.68.6.202,184.25.66.164,104.114.85.219,173.222.212.155,125.252.217.166,None,None,None
chime.aws,server-54-230-242-23.ewr53.r.cloudfront.net,server-18-67-35-25.yto50.r.cloudfront.net,server-13-225-83-157.fra2.r.cloudfront.net,server-18-155-68-131.sin52.r.cloudfront.net,server-18-65-245-20.syd3.r.cloudfront.net,server-18-155-205-23.sfo53.r.cloudfront.net,server-18-238-19-20.ams58.r.cloudfront.net,server-108-138-4-23.fra56.r.cloudfront.net,server-108-138-63-25.iad12.r.cloudfront.net,server-18-66-36-23.bom78.r.cloudfront.net,,,,54.230.242.23,18.67.35.25,13.225.83.157,18.155.68.131,18.65.245.20,18.155.205.23,18.238.19.20,108.138.4.23,108.138.63.25,18.66.36.23,None,None,None
tmdb.org,server-108-139-29-63.jfk50.r.cloudfront.net,server-18-67-110-117.syd62.r.cloudfront.net,server-18-67-39-78.yto50.r.cloudfront.net,server-3-165-102-47.sin2.r.cloudfront.net,server-108-139-29-78.jfk50.r.cloudfront.net,server-13-227-219-123.ams54.r.cloudfront.net,server-18-239-111-55.bom54.r.cloudfront.net,server-13-227-74-59.sfo20.r.cloudfront.net,server-13-227-74-76.sfo20.r.cloudfront.net,server-3-160-150-83.fra60.r.cloudfront.net,server-99-86-229-92.iad79.r.cloudfront.net,server-108-139-29-48.jfk50.r.cloudfront.net,server-18-244-18-109.fra56.r.cloudfront.net,108.139.29.63,18.67.110.117,18.67.39.78,3.165.102.47,108.139.29.78,13.227.219.123,18.239.111.55,13.227.74.59,13.227.74.76,3.160.150.83,99.86.229.92,108.139.29.48,18.244.18.109
kahoot.com,server-18-244-18-29.fra56.r.cloudfront.net,server-18-239-69-20.ams58.r.cloudfront.net,server-13-226-94-17.jfk52.r.cloudfront.net,server-13-35-238-10.sin2.r.cloudfront.net,server-18-67-39-92.yto50.r.cloudfront.net,server-108-159-61-44.bom78.r.cloudfront.net,server-65-8-161-90.sfo53.r.cloudfront.net,server-65-8-161-97.sfo53.r.cloudfront.net,server-18-67-76-78.iad89.r.cloudfront.net,server-18-244-18-52.fra56.r.cloudfront.net,server-108-158-32-116.syd3.r.cloudfront.net,server-13-226-94-82.jfk52.r.cloudfront.net,,18.244.18.29,18.239.69.20,13.226.94.17,13.35.238.10,18.67.39.92,108.159.61.44,65.8.161.90,65.8.161.97,18.67.76.78,18.244.18.52,108.158.32.116,13.226.94.82,None
walmart.ca,a23-201-182-220.deploy.static.akamaitechnologies.com,a23-37-55-9.deploy.static.akamaitechnologies.com,a96-17-45-63.deploy.static.akamaitechnologies.com,a23-223-9-160.deploy.static.akamaitechnologies.com,a23-38-138-245.deploy.static.akamaitechnologies.com,a23-10-150-227.deploy.static.akamaitechnologies.com,a23-210-106-171.deploy.static.akamaitechnologies.com,a23-214-102-138.deploy.static.akamaitechnologies.com,a23-211-99-144.deploy.static.akamaitechnologies.com,a23-2-217-144.deploy.static.akamaitechnologies.com,,,,23.201.182.220,23.37.55.9,96.17.45.63,23.223.9.160,23.38.138.245,23.10.150.227,23.210.106.171,23.214.102.138,23.211.99.144,23.2.217.144,None,None,None
psychcentral.com,server-13-35-121-79.sfo5.r.cloudfront.net,server-18-67-93-31.syd62.r.cloudfront.net,server-108-158-46-58.bom78.r.cloudfront.net,server-18-155-68-100.sin52.r.cloudfront.net,server-18-160-18-62.iad12.r.cloudfront.net,server-18-239-94-85.ams1.r.cloudfront.net,server-18-245-96-13.yto50.r.cloudfront.net,server-13-35-121-70.sfo5.r.cloudfront.net,server-18-238-49-127.jfk52.r.cloudfront.net,server-18-66-122-100.fra60.r.cloudfront.net,server-18-66-122-37.fra60.r.cloudfront.net,,,13.35.121.79,18.67.93.31,108.158.46.58,18.155.68.100,18.160.18.62,18.239.94.85,18.245.96.13,13.35.121.70,18.238.49.127,18.66.122.100,18.66.122.37,None,None
thetrainline.com,server-13-225-142-80.lax3.r.cloudfront.net,server-52-222-214-5.fra56.r.cloudfront.net,server-3-161-213-128.yul62.r.cloudfront.net,server-13-225-4-15.sin52.r.cloudfront.net,server-18-173-219-88.jfk52.r.cloudfront.net,server-13-32-164-39.ord58.r.cloudfront.net,server-13-227-219-90.ams54.r.cloudfront.net,server-13-224-245-29.lhr62.r.cloudfront.net,server-13-225-4-119.sin52.r.cloudfront.net,server-18-155-99-7.blr50.r.cloudfront.net,server-18-173-219-5.jfk52.r.cloudfront.net,server-18-173-219-94.jfk52.r.cloudfront.net,,13.225.142.80,52.222.214.5,3.161.213.128,13.225.4.15,18.173.219.88,13.32.164.39,13.227.219.90,13.224.245.29,13.225.4.119,18.155.99.7,18.173.219.5,18.173.219.94,None
ghostery.net,server-108-156-22-60.hel51.r.cloudfront.net,server-18-239-18-111.ams58.r.cloudfront.net,server-18-155-192-22.sfo53.r.cloudfront.net,server-13-226-94-9.jfk52.r.cloudfront.net,server-13-32-99-62.fra60.r.cloudfront.net,server-13-32-99-76.fra60.r.cloudfront.net,server-18-155-192-67.sfo53.r.cloudfront.net,server-18-155-192-81.sfo53.r.cloudfront.net,server-18-67-39-111.yto50.r.cloudfront.net,server-18-160-41-29.iad55.r.cloudfront.net,server-13-226-94-100.jfk52.r.cloudfront.net,,,108.156.22.60,18.239.18.111,18.155.192.22,13.226.94.9,13.32.99.62,13.32.99.76,18.155.192.67,18.155.192.81,18.67.39.111,18.160.41.29,13.226.94.100,None,None
spribegaming.com,server-3-167-69-123.iad61.r.cloudfront.net,server-108-138-26-40.fra56.r.cloudfront.net,server-18-239-142-120.bom54.r.cloudfront.net,server-3-165-102-51.sin2.r.cloudfront.net,server-18-155-202-93.sfo53.r.cloudfront.net,server-13-33-165-109.yto50.r.cloudfront.net,server-18-238-80-61.jfk52.r.cloudfront.net,server-18-238-80-33.jfk52.r.cloudfront.net,server-18-155-202-3.sfo53.r.cloudfront.net,server-108-138-26-57.fra56.r.cloudfront.net,server-18-238-243-26.ams58.r.cloudfront.net,server-18-65-244-92.syd3.r.cloudfront.net,,3.167.69.123,108.138.26.40,18.239.142.120,3.165.102.51,18.155.202.93,13.33.165.109,18.238.80.61,18.238.80.33,18.155.202.3,108.138.26.57,18.238.243.26,18.65.244.92,None
royalcaribbean.com,a23-0-251-109.deploy.static.akamaitechnologies.com,a23-215-135-109.deploy.static.akamaitechnologies.com,a23-41-19-97.deploy.static.akamaitechnologies.com,a23-41-180-47.deploy.static.akamaitechnologies.com,a96-17-33-53.deploy.static.akamaitechnologies.com,a104-86-92-108.deploy.static.akamaitechnologies.com,a23-10-128-113.deploy.static.akamaitechnologies.com,a23-33-131-107.deploy.static.akamaitechnologies.com,a23-43-167-109.deploy.static.akamaitechnologies.com,a23-201-160-122.deploy.static.akamaitechnologies.com,,,,23.0.251.109,23.215.135.109,23.41.19.97,23.41.180.47,96.17.33.53,104.86.92.108,23.10.128.113,23.33.131.107,23.43.167.109,23.201.160.122,None,None,None
financialexpress.com,a2-22-5-35.deploy.static.akamaitechnologies.com,a104-83-198-15.deploy.static.akamaitechnologies.com,a23-35-229-243.deploy.static.akamaitechnologies.com,a104-99-49-74.deploy.static.akamaitechnologies.com,a104-116-105-41.deploy.static.akamaitechnologies.com,a184-25-166-167.deploy.static.akamaitechnologies.com,a23-41-170-141.deploy.static.akamaitechnologies.com,a104-123-42-39.deploy.static.akamaitechnologies.com,a23-34-211-232.deploy.static.akamaitechnologies.com,a184-25-161-98.deploy.static.akamaitechnologies.com,,,,2.22.5.35,104.83.198.15,23.35.229.243,104.99.49.74,104.116.105.41,184.25.166.167,23.41.170.141,104.123.42.39,23.34.211.232,184.25.161.98,None,None,None
op.gg,server-18-238-192-79.sfo53.r.cloudfront.net,server-13-225-63-102.ewr53.r.cloudfront.net,server-13-33-165-62.yto50.r.cloudfront.net,server-108-159-80-44.bom78.r.cloudfront.net,server-108-138-26-37.fra56.r.cloudfront.net,server-108-158-32-64.syd3.r.cloudfront.net,server-108-138-26-128.fra56.r.cloudfront.net,server-3-167-88-107.iad55.r.cloudfront.net,server-18-238-243-58.ams58.r.cloudfront.net,server-13-225-63-70.ewr53.r.cloudfront.net,server-18-238-192-50.sfo53.r.cloudfront.net,server-3-165-82-72.sin2.r.cloudfront.net,,18.238.192.79,13.225.63.102,13.33.165.62,108.159.80.44,108.138.26.37,108.158.32.64,108.138.26.128,3.167.88.107,18.238.243.58,13.225.63.70,18.238.192.50,3.165.82.72,None
smooch.io,server-18-173-205-122.fra56.r.cloudfront.net,server-3-162-112-38.iad61.r.cloudfront.net,server-13-33-165-122.yto50.r.cloudfront.net,server-108-158-46-64.bom78.r.cloudfront.net,server-65-8-161-44.sfo53.r.cloudfront.net,server-13-227-254-41.sin52.r.cloudfront.net,server-13-225-63-22.ewr53.r.cloudfront.net,server-108-158-32-129.syd3.r.cloudfront.net,server-13-35-58-18.fra60.r.cloudfront.net,server-13-225-63-19.ewr53.r.cloudfront.net,server-18-239-94-8.ams1.r.cloudfront.net,server-65-8-161-5.sfo53.r.cloudfront.net,,18.173.205.122,3.162.112.38,13.33.165.122,108.158.46.64,65.8.161.44,13.227.254.41,13.225.63.22,108.158.32.129,13.35.58.18,13.225.63.19,18.239.94.8,65.8.161.5,None
clicktripz.com,server-18-160-10-91.iad12.r.cloudfront.net,server-18-65-244-74.syd3.r.cloudfront.net,server-99-86-4-21.fra6.r.cloudfront.net,server-13-227-219-123.ams54.r.cloudfront.net,server-108-157-254-46.sin2.r.cloudfront.net,server-3-168-86-35.sfo5.r.cloudfront.net,server-3-168-86-81.sfo5.r.cloudfront.net,server-18-173-132-75.jfk52.r.cloudfront.net,server-3-164-92-115.yto53.r.cloudfront.net,server-18-172-64-115.bom78.r.cloudfront.net,server-18-173-132-21.jfk52.r.cloudfront.net,server-99-86-4-50.fra6.r.cloudfront.net,,18.160.10.91,18.65.244.74,99.86.4.21,13.227.219.123,108.157.254.46,3.168.86.35,3.168.86.81,18.173.132.75,3.164.92.115,18.172.64.115,18.173.132.21,99.86.4.50,None
megaphone.fm,server-108-139-10-111.sfo5.r.cloudfront.net,server-13-249-91-94.jfk52.r.cloudfront.net,server-18-239-50-67.ams58.r.cloudfront.net,server-13-249-91-97.jfk52.r.cloudfront.net,server-108-139-10-9.sfo5.r.cloudfront.net,server-18-67-17-86.yto50.r.cloudfront.net,server-18-239-111-109.bom54.r.cloudfront.net,server-13-35-210-101.sin2.r.cloudfront.net,server-18-67-93-21.syd62.r.cloudfront.net,server-52-222-236-68.fra56.r.cloudfront.net,server-52-222-236-10.fra56.r.cloudfront.net,server-108-138-64-27.iad12.r.cloudfront.net,,108.139.10.111,13.249.91.94,18.239.50.67,13.249.91.97,108.139.10.9,18.67.17.86,18.239.111.109,13.35.210.101,18.67.93.21,52.222.236.68,52.222.236.10,108.138.64.27,None
fotor.com,server-3-162-103-17.iad61.r.cloudfront.net,server-18-67-17-72.yto50.r.cloudfront.net,server-18-67-195-119.bom78.r.cloudfront.net,server-52-85-61-17.ewr53.r.cloudfront.net,server-13-35-58-64.fra60.r.cloudfront.net,server-52-85-61-78.ewr53.r.cloudfront.net,server-3-165-102-32.sin2.r.cloudfront.net,server-18-67-110-98.syd62.r.cloudfront.net,server-65-8-161-20.sfo53.r.cloudfront.net,server-13-33-187-125.fra60.r.cloudfront.net,server-65-8-161-51.sfo53.r.cloudfront.net,server-18-65-39-32.ams1.r.cloudfront.net,,3.162.103.17,18.67.17.72,18.67.195.119,52.85.61.17,13.35.58.64,52.85.61.78,3.165.102.32,18.67.110.98,65.8.161.20,13.33.187.125,65.8.161.51,18.65.39.32,None
nationalgeographic.org,server-18-66-41-54.bom78.r.cloudfront.net,server-13-33-165-122.yto50.r.cloudfront.net,server-18-238-243-110.ams58.r.cloudfront.net,server-108-157-254-18.sin2.r.cloudfront.net,server-108-139-47-80.jfk50.r.cloudfront.net,server-18-155-202-81.sfo53.r.cloudfront.net,server-108-139-47-3.jfk50.r.cloudfront.net,server-18-67-76-3.iad89.r.cloudfront.net,server-18-155-202-95.sfo53.r.cloudfront.net,server-18-67-110-104.syd62.r.cloudfront.net,server-13-32-121-96.fra60.r.cloudfront.net,server-108-139-47-40.jfk50.r.cloudfront.net,,18.66.41.54,13.33.165.122,18.238.243.110,108.157.254.18,108.139.47.80,18.155.202.81,108.139.47.3,18.67.76.3,18.155.202.95,18.67.110.104,13.32.121.96,108.139.47.40,None
officedepot.com,a23-204-8-195.deploy.static.akamaitechnologies.com,a23-47-232-102.deploy.static.akamaitechnologies.com,a23-47-29-159.deploy.static.akamaitechnologies.com,a23-210-120-173.deploy.static.akamaitechnologies.com,a104-103-246-18.deploy.static.akamaitechnologies.com,a23-207-104-221.deploy.static.akamaitechnologies.com,a104-68-26-115.deploy.static.akamaitechnologies.com,a23-5-248-148.deploy.static.akamaitechnologies.com,a104-69-158-243.deploy.static.akamaitechnologies.com,,,,,23.204.8.195,23.47.232.102,23.47.29.159,23.210.120.173,104.103.246.18,23.207.104.221,104.68.26.115,23.5.248.148,104.69.158.243,None,None,None,None
casasbahia.com.br,a23-11-215-136.deploy.static.akamaitechnologies.com,a23-49-248-4.deploy.static.akamaitechnologies.com,a95-101-74-75.deploy.static.akamaitechnologies.com,a2-21-67-32.deploy.static.akamaitechnologies.com,a23-48-105-202.deploy.static.akamaitechnologies.com,a23-49-248-39.deploy.static.akamaitechnologies.com,a23-208-29-187.deploy.static.akamaitechnologies.com,a96-17-180-46.deploy.static.akamaitechnologies.com,a2-21-20-12.deploy.static.akamaitechnologies.com,a23-216-149-149.deploy.static.akamaitechnologies.com,a23-205-255-238.deploy.static.akamaitechnologies.com,a23-216-149-132.deploy.static.akamaitechnologies.com,,23.11.215.136,23.49.248.4,95.101.74.75,2.21.67.32,23.48.105.202,23.49.248.39,23.208.29.187,96.17.180.46,2.21.20.12,23.216.149.149,23.205.255.238,23.216.149.132,None
kucoin.com,server-18-239-50-13.ams58.r.cloudfront.net,server-18-66-112-61.fra56.r.cloudfront.net,server-13-33-252-90.jfk50.r.cloudfront.net,server-18-244-214-98.sfo53.r.cloudfront.net,server-18-244-214-109.sfo53.r.cloudfront.net,server-13-33-252-102.jfk50.r.cloudfront.net,server-13-35-238-21.sin2.r.cloudfront.net,server-108-138-64-85.iad12.r.cloudfront.net,server-18-239-111-91.bom54.r.cloudfront.net,server-18-66-112-35.fra56.r.cloudfront.net,server-18-67-110-99.syd62.r.cloudfront.net,server-18-245-96-50.yto50.r.cloudfront.net,,18.239.50.13,18.66.112.61,13.33.252.90,18.244.214.98,18.244.214.109,13.33.252.102,13.35.238.21,108.138.64.85,18.239.111.91,18.66.112.35,18.67.110.99,18.245.96.50,None
arcpublishing.com,server-18-172-112-81.fra60.r.cloudfront.net,server-18-238-192-8.sfo53.r.cloudfront.net,server-52-85-151-49.iad89.r.cloudfront.net,server-108-159-80-86.bom78.r.cloudfront.net,server-18-172-112-104.fra60.r.cloudfront.net,server-18-67-17-75.yto50.r.cloudfront.net,server-18-65-39-109.ams1.r.cloudfront.net,server-3-168-122-87.jfk52.r.cloudfront.net,server-3-165-82-73.sin2.r.cloudfront.net,server-3-168-122-79.jfk52.r.cloudfront.net,server-18-238-192-128.sfo53.r.cloudfront.net,server-3-168-122-113.jfk52.r.cloudfront.net,server-18-65-244-81.syd3.r.cloudfront.net,18.172.112.81,18.238.192.8,52.85.151.49,108.159.80.86,18.172.112.104,18.67.17.75,18.65.39.109,3.168.122.87,3.165.82.73,3.168.122.79,18.238.192.128,3.168.122.113,18.65.244.81
guinnessworldrecords.com,server-18-238-80-76.jfk52.r.cloudfront.net,server-18-238-192-89.sfo53.r.cloudfront.net,server-18-67-65-12.iad89.r.cloudfront.net,server-18-238-80-68.jfk52.r.cloudfront.net,server-13-32-27-68.fra56.r.cloudfront.net,server-18-65-244-9.syd3.r.cloudfront.net,server-13-32-27-44.fra56.r.cloudfront.net,server-18-239-36-117.ams58.r.cloudfront.net,server-108-159-61-71.bom78.r.cloudfront.net,server-13-33-88-111.sin2.r.cloudfront.net,server-18-238-192-96.sfo53.r.cloudfront.net,server-18-67-17-2.yto50.r.cloudfront.net,,18.238.80.76,18.238.192.89,18.67.65.12,18.238.80.68,13.32.27.68,18.65.244.9,13.32.27.44,18.239.36.117,108.159.61.71,13.33.88.111,18.238.192.96,18.67.17.2,None
johnlewis.com,a23-44-203-89.deploy.static.akamaitechnologies.com,a23-205-255-200.deploy.static.akamaitechnologies.com,a23-192-150-31.deploy.static.akamaitechnologies.com,a23-47-204-155.deploy.static.akamaitechnologies.com,a23-36-162-81.deploy.static.akamaitechnologies.com,a23-73-0-55.deploy.static.akamaitechnologies.com,a23-49-250-200.deploy.static.akamaitechnologies.com,a23-55-242-186.deploy.static.akamaitechnologies.com,a104-77-173-75.deploy.static.akamaitechnologies.com,a104-86-111-82.deploy.static.akamaitechnologies.com,a23-62-46-13.deploy.static.akamaitechnologies.com,,,23.44.203.89,23.205.255.200,23.192.150.31,23.47.204.155,23.36.162.81,23.73.0.55,23.49.250.200,23.55.242.186,104.77.173.75,104.86.111.82,23.62.46.13,None,None
amazonsilk.com,server-18-173-219-60.jfk52.r.cloudfront.net,server-18-67-39-5.yto50.r.cloudfront.net,server-18-245-46-114.fra56.r.cloudfront.net,server-13-35-121-119.sfo5.r.cloudfront.net,server-18-66-112-32.fra56.r.cloudfront.net,server-18-173-219-40.jfk52.r.cloudfront.net,server-18-239-94-51.ams1.r.cloudfront.net,server-3-167-56-88.iad61.r.cloudfront.net,server-108-158-32-38.syd3.r.cloudfront.net,server-18-173-219-106.jfk52.r.cloudfront.net,server-13-35-121-115.sfo5.r.cloudfront.net,server-108-156-133-77.sin2.r.cloudfront.net,server-18-67-195-23.bom78.r.cloudfront.net,18.173.219.60,18.67.39.5,18.245.46.114,13.35.121.119,18.66.112.32,18.173.219.40,18.239.94.51,3.167.56.88,108.158.32.38,18.173.219.106,13.35.121.115,108.156.133.77,18.67.195.23
cadenaser.com,a95-101-74-215.deploy.static.akamaitechnologies.com,a2-19-252-154.deploy.static.akamaitechnologies.com,a23-46-187-168.deploy.static.akamaitechnologies.com,a96-7-224-168.deploy.static.akamaitechnologies.com,a23-45-207-176.deploy.static.akamaitechnologies.com,a193-108-153-11.deploy.static.akamaitechnologies.com,a23-67-33-83.deploy.static.akamaitechnologies.com,a23-223-209-37.deploy.static.akamaitechnologies.com,a23-202-230-48.deploy.static.akamaitechnologies.com,a23-62-46-116.deploy.static.akamaitechnologies.com,a23-223-17-171.deploy.static.akamaitechnologies.com,a23-44-201-196.deploy.static.akamaitechnologies.com,,95.101.74.215,2.19.252.154,23.46.187.168,96.7.224.168,23.45.207.176,193.108.153.11,23.67.33.83,23.223.209.37,23.202.230.48,23.62.46.116,23.223.17.171,23.44.201.196,None
superawesome.tv,server-3-168-73-68.jfk50.r.cloudfront.net,server-3-162-103-17.iad61.r.cloudfront.net,server-18-245-31-14.fra56.r.cloudfront.net,server-52-85-49-79.hel50.r.cloudfront.net,server-18-173-121-68.sfo53.r.cloudfront.net,server-18-239-83-76.ams58.r.cloudfront.net,server-18-67-17-89.yto50.r.cloudfront.net,server-18-245-31-2.fra56.r.cloudfront.net,server-3-168-73-13.jfk50.r.cloudfront.net,server-18-173-121-3.sfo53.r.cloudfront.net,server-52-85-49-20.hel50.r.cloudfront.net,,,3.168.73.68,3.162.103.17,18.245.31.14,52.85.49.79,18.173.121.68,18.239.83.76,18.67.17.89,18.245.31.2,3.168.73.13,18.173.121.3,52.85.49.20,None,None
